Age,Gender,Education,Experience,Department,Title,Performance,CityTier,CompanySize,CompanyType,TechSkill,Certs,English,Salary
47,Male,Bachelors,26.5,Operations,Executive,1,Tier 3,Mid,MNC,97,0,Advanced,2128322.0
41,Male,Masters,13.5,Marketing,Executive,4,Tier 1,Mid,Private,43,2,Advanced,1418289.0
31,Female,Masters,33.7,Tech,Analyst,4,Tier 1,Mid,Public,65,3,Advanced,2883145.0
40,Female,High School,37.1,Support,Executive,1,Tier 1,Startup,MNC,37,0,Intermediate,2770761.0
24,Male,Masters,21.2,Operations,Lead,3,Tier 3,Mid,Private,67,2,Intermediate,1842823.0
45,Female,Bachelors,21.5,Tech,Manager,4,Tier 1,Startup,Public,33,2,Basic,1990639.0
26,Female,Bachelors,11.3,Support,Analyst,3,Tier 3,Startup,Public,73,1,Intermediate,1089912.0
24,Male,Masters,22.2,Support,Engineer,4,Tier 1,Enterprise,MNC,40,4,Intermediate,2126562.0
48,Male,Bachelors,16.7,Tech,Analyst,3,Tier 3,Enterprise,Public,24,0,Advanced,1499330.0
37,Male,PhD,11.5,Marketing,Analyst,3,Tier 1,Startup,MNC,50,3,Intermediate,1423740.0
36,Female,Bachelors,2.6,Finance,Manager,3,Tier 1,Enterprise,Public,86,1,Advanced,510937.0
56,Female,Masters,9.6,Operations,Engineer,1,Tier 2,Mid,Public,78,2,Intermediate,948478.0
33,Female,Masters,7.5,Support,Engineer,2,Tier 2,Startup,Public,63,3,Intermediate,957741.0
47,Female,Bachelors,20.6,HR,Engineer,3,Tier 1,Enterprise,MNC,83,1,Intermediate,1861690.0
55,Male,Bachelors,22.9,Support,Manager,3,Tier 2,Mid,Public,61,1,Intermediate,1947805.0
44,Female,Masters,23.1,Finance,Executive,4,Tier 1,Startup,Private,57,4,Basic,2140625.0
52,Male,Masters,14.8,Support,Engineer,2,Tier 2,Mid,Private,26,1,Intermediate,1333812.0
41,Female,Bachelors,16.0,HR,Executive,4,Tier 1,Startup,Public,78,0,Basic,1474983.0
33,Female,Bachelors,31.7,Marketing,Lead,4,Tier 1,Enterprise,MNC,88,4,Advanced,2755400.0
44,Male,High School,18.1,Support,Manager,3,Tier 3,Mid,Private,89,4,Advanced,1592306.0
25,Female,Bachelors,37.5,Operations,Executive,5,Tier 1,Enterprise,Public,68,2,Advanced,3087470.0
44,Female,Bachelors,16.7,Marketing,Engineer,2,Tier 2,Mid,Private,97,2,Advanced,1452551.0
22,Male,High School,24.7,HR,Engineer,4,Tier 1,Mid,Private,30,0,Intermediate,2077022.0
46,Female,Masters,1.9,Tech,Executive,5,Tier 1,Mid,Private,21,3,Advanced,640084.0
23,Male,Masters,24.8,Support,Executive,5,Tier 1,Mid,Private,46,0,Intermediate,2169173.0
51,Male,PhD,32.4,Marketing,Lead,4,Tier 1,Enterprise,Private,35,4,Intermediate,2844788.0
24,Male,Masters,35.8,Support,Manager,3,Tier 1,Mid,Public,83,2,Intermediate,2933855.0
42,Male,PhD,37.9,Operations,Analyst,1,Tier 1,Enterprise,Private,85,0,Basic,3046072.0
46,Female,Bachelors,10.7,Support,Lead,4,Tier 1,Mid,Public,68,2,Advanced,1174832.0
41,Female,Masters,21.9,Marketing,Lead,3,Tier 1,Startup,Private,35,0,Basic,1888328.0
43,Female,PhD,17.1,Finance,Lead,2,Tier 3,Startup,MNC,92,0,Advanced,1636499.0
42,Male,Masters,21.4,Marketing,Engineer,3,Tier 1,Mid,Public,71,1,Advanced,1893751.0
54,Female,High School,6.0,HR,Executive,5,Tier 2,Startup,MNC,92,0,Intermediate,816512.0
59,Female,Masters,32.5,Marketing,Manager,2,Tier 1,Mid,MNC,24,2,Basic,2675633.0
36,Female,PhD,34.6,Operations,Engineer,2,Tier 3,Enterprise,Private,55,0,Intermediate,2773231.0
36,Female,Masters,17.1,Marketing,Lead,1,Tier 1,Startup,Private,26,3,Basic,1523236.0
46,Male,Bachelors,10.7,Marketing,Manager,1,Tier 1,Mid,Private,80,1,Basic,972444.0
42,Male,Masters,5.4,Operations,Engineer,4,Tier 1,Mid,Private,48,0,Advanced,791961.0
45,Female,PhD,26.0,Marketing,Analyst,3,Tier 1,Enterprise,Private,86,3,Intermediate,2354528.0
26,Male,High School,11.9,Operations,Lead,4,Tier 3,Enterprise,MNC,49,2,Basic,1211655.0
27,Female,Masters,34.6,HR,Engineer,1,Tier 1,Mid,MNC,59,3,Basic,2859519.0
44,Female,Bachelors,25.5,Operations,Engineer,5,Tier 3,Mid,Private,50,1,Advanced,2191909.0
25,Female,Masters,24.5,HR,Lead,1,Tier 3,Mid,Private,67,2,Intermediate,1978804.0
48,Male,Masters,21.3,HR,Analyst,3,Tier 1,Mid,Public,25,0,Advanced,1848526.0
39,Female,Bachelors,1.7,Operations,Executive,5,Tier 1,Mid,Public,81,0,Intermediate,578570.0
42,Male,Bachelors,35.4,Marketing,Analyst,4,Tier 3,Mid,MNC,48,3,Intermediate,2904166.0
49,Male,Masters,23.9,Support,Lead,4,Tier 1,Enterprise,MNC,28,0,Intermediate,2179314.0
56,Female,Bachelors,37.8,Finance,Executive,1,Tier 2,Startup,MNC,73,2,Intermediate,2903940.0
43,Male,Bachelors,20.4,Support,Engineer,1,Tier 3,Mid,Private,30,2,Basic,1725530.0
44,Male,Masters,27.0,Operations,Analyst,4,Tier 2,Mid,MNC,38,0,Advanced,2323039.0
24,Female,Bachelors,2.1,Marketing,Analyst,4,Tier 2,Enterprise,MNC,93,3,Advanced,587001.0
31,Male,Bachelors,24.0,HR,Executive,2,Tier 3,Startup,MNC,24,0,Basic,1933528.0
46,Male,PhD,29.1,Tech,Engineer,3,Tier 2,Enterprise,Public,89,4,Basic,2590992.0
29,Female,Bachelors,29.6,Finance,Analyst,2,Tier 1,Enterprise,MNC,37,0,Advanced,2370644.0
32,Female,Bachelors,29.3,Support,Executive,2,Tier 1,Mid,MNC,40,1,Advanced,2402677.0
26,Male,Masters,8.6,Marketing,Analyst,4,Tier 2,Mid,Public,34,0,Intermediate,1015637.0
58,Female,Masters,37.1,Finance,Engineer,3,Tier 3,Enterprise,MNC,78,4,Intermediate,3173956.0
59,Female,PhD,37.8,Tech,Engineer,4,Tier 2,Mid,Private,93,1,Intermediate,3167566.0
50,Male,PhD,2.9,Tech,Manager,2,Tier 2,Mid,Public,25,3,Intermediate,641985.0
26,Male,Masters,35.6,Tech,Executive,2,Tier 1,Mid,MNC,43,1,Intermediate,2878273.0
30,Female,Bachelors,11.0,Support,Lead,4,Tier 3,Startup,Public,79,2,Advanced,1165976.0
23,Male,High School,26.2,Operations,Analyst,1,Tier 1,Startup,MNC,47,4,Basic,2155748.0
22,Female,Bachelors,12.8,Finance,Engineer,1,Tier 2,Mid,MNC,93,2,Intermediate,1219202.0
51,Female,Bachelors,36.8,Operations,Analyst,4,Tier 3,Enterprise,Public,42,2,Intermediate,2985365.0
32,Male,Masters,3.9,Tech,Analyst,5,Tier 1,Startup,Private,98,1,Advanced,743627.0
49,Male,Masters,18.9,Marketing,Lead,5,Tier 3,Enterprise,Public,65,1,Advanced,1777177.0
33,Female,High School,16.3,Tech,Engineer,1,Tier 3,Mid,Private,56,2,Advanced,1272207.0
47,Female,Masters,12.4,Operations,Manager,3,Tier 3,Enterprise,Private,33,3,Advanced,1231834.0
34,Female,Bachelors,24.5,Tech,Executive,2,Tier 1,Enterprise,Public,67,0,Advanced,1987057.0
29,Female,Bachelors,5.0,Tech,Analyst,3,Tier 1,Startup,MNC,97,0,Advanced,728779.0
49,Male,Masters,27.2,Operations,Lead,1,Tier 2,Enterprise,Private,90,4,Intermediate,2243449.0
51,Female,Bachelors,37.3,Operations,Lead,4,Tier 1,Enterprise,Public,55,1,Intermediate,2988996.0
30,Male,Bachelors,30.6,Marketing,Executive,5,Tier 1,Startup,MNC,79,0,Advanced,2647060.0
52,Male,High School,32.7,Operations,Executive,1,Tier 3,Mid,MNC,73,3,Advanced,2595172.0
42,Female,Bachelors,13.7,Marketing,Engineer,3,Tier 2,Enterprise,MNC,98,4,Intermediate,1446861.0
55,Male,Masters,12.3,HR,Analyst,3,Tier 1,Mid,Public,82,1,Intermediate,1314812.0
52,Male,PhD,19.6,HR,Analyst,1,Tier 1,Mid,Public,67,0,Intermediate,1722515.0
46,Female,Bachelors,1.7,Operations,Executive,2,Tier 2,Mid,MNC,41,2,Intermediate,478020.0
33,Male,Bachelors,35.9,Tech,Manager,3,Tier 3,Startup,MNC,62,3,Basic,2944675.0
22,Male,Masters,5.5,Finance,Analyst,2,Tier 1,Mid,MNC,60,3,Intermediate,897141.0
43,Female,PhD,34.3,Tech,Lead,2,Tier 1,Enterprise,MNC,36,1,Intermediate,2936299.0
58,Female,Bachelors,3.2,Operations,Executive,4,Tier 2,Mid,Public,82,3,Advanced,653608.0
22,Female,Bachelors,31.3,Marketing,Analyst,1,Tier 1,Mid,MNC,98,1,Advanced,2443021.0
22,Female,Masters,5.8,Tech,Engineer,1,Tier 1,Mid,Private,37,3,Intermediate,700254.0
42,Female,Masters,1.4,HR,Executive,2,Tier 2,Enterprise,Private,91,0,Advanced,411832.0
36,Female,Bachelors,27.3,Support,Lead,4,Tier 1,Mid,Public,22,1,Intermediate,2311163.0
38,Female,Masters,10.7,Operations,Engineer,3,Tier 2,Mid,Private,73,3,Intermediate,1144029.0
43,Male,Bachelors,27.2,Tech,Executive,3,Tier 3,Mid,Private,33,0,Advanced,2109350.0
59,Male,Bachelors,21.1,Support,Executive,1,Tier 1,Startup,Private,53,0,Advanced,1711533.0
56,Female,Bachelors,4.1,Tech,Analyst,2,Tier 3,Enterprise,Public,20,0,Basic,485415.0
37,Male,Masters,35.4,Marketing,Engineer,4,Tier 3,Startup,Private,67,1,Advanced,2915557.0
29,Male,Bachelors,17.2,Marketing,Executive,4,Tier 2,Enterprise,MNC,29,1,Advanced,1593368.0
38,Female,Bachelors,27.9,Marketing,Lead,3,Tier 1,Mid,Private,30,3,Intermediate,2319162.0
38,Male,Bachelors,19.0,Support,Engineer,3,Tier 3,Enterprise,Private,85,2,Intermediate,1632746.0
47,Female,Masters,23.0,Finance,Analyst,5,Tier 3,Enterprise,Private,22,2,Advanced,2092324.0
34,Male,Bachelors,11.5,Support,Manager,5,Tier 1,Enterprise,MNC,34,4,Advanced,1349959.0
38,Female,Bachelors,7.6,Operations,Executive,2,Tier 2,Enterprise,Public,78,2,Intermediate,837361.0
59,Male,Bachelors,20.6,Operations,Manager,5,Tier 1,Startup,Public,83,2,Basic,1913961.0
38,Male,Masters,16.7,HR,Executive,4,Tier 1,Enterprise,Private,66,3,Advanced,1627545.0
35,Male,Bachelors,14.8,HR,Analyst,5,Tier 1,Startup,MNC,21,1,Basic,1524623.0
27,Female,Bachelors,25.6,Operations,Analyst,1,Tier 1,Startup,Private,49,2,Intermediate,2057299.0
56,Male,Bachelors,26.2,Tech,Analyst,1,Tier 1,Mid,Public,57,4,Basic,2183690.0
35,Male,Masters,1.7,Operations,Analyst,3,Tier 1,Enterprise,Public,24,3,Intermediate,585920.0
29,Female,Bachelors,12.9,Finance,Engineer,3,Tier 3,Mid,MNC,25,0,Basic,1248284.0
36,Female,Masters,15.6,HR,Engineer,2,Tier 3,Enterprise,MNC,24,0,Intermediate,1362479.0
48,Male,Masters,3.7,HR,Executive,1,Tier 3,Startup,Public,31,4,Intermediate,592968.0
34,Male,PhD,9.0,Support,Engineer,2,Tier 1,Startup,Public,23,1,Basic,1051617.0
52,Male,Bachelors,2.0,HR,Executive,2,Tier 2,Startup,Public,43,0,Intermediate,396749.0
56,Male,PhD,37.9,Operations,Engineer,5,Tier 3,Enterprise,Private,44,1,Intermediate,3198779.0
27,Female,High School,28.0,HR,Engineer,3,Tier 2,Enterprise,Public,45,2,Intermediate,2292983.0
26,Male,Bachelors,3.3,HR,Engineer,2,Tier 1,Enterprise,Public,74,2,Advanced,513974.0
43,Male,Masters,0.8,Support,Lead,2,Tier 1,Enterprise,MNC,65,2,Intermediate,547557.0
44,Female,Bachelors,27.3,Operations,Analyst,3,Tier 3,Enterprise,Public,65,0,Advanced,2269808.0
46,Male,Bachelors,16.7,Tech,Lead,3,Tier 1,Mid,Public,62,0,Intermediate,1479619.0
55,Male,Bachelors,29.9,HR,Engineer,1,Tier 1,Enterprise,MNC,79,1,Advanced,2356451.0
47,Male,Masters,35.1,HR,Engineer,3,Tier 1,Mid,Public,52,1,Advanced,2945058.0
26,Female,Bachelors,22.8,HR,Lead,5,Tier 3,Enterprise,MNC,40,4,Advanced,2155209.0
47,Female,Masters,7.1,Finance,Executive,1,Tier 1,Enterprise,MNC,56,2,Intermediate,887866.0
41,Male,Masters,29.7,Operations,Analyst,2,Tier 2,Enterprise,MNC,31,3,Intermediate,2461914.0
27,Male,Masters,36.3,HR,Executive,5,Tier 1,Enterprise,MNC,40,3,Basic,3180351.0
27,Female,Bachelors,22.0,Finance,Analyst,5,Tier 2,Startup,MNC,32,2,Advanced,2008742.0
39,Male,PhD,25.9,Tech,Manager,1,Tier 2,Startup,MNC,52,4,Intermediate,2305239.0
25,Male,Bachelors,12.8,Tech,Analyst,2,Tier 1,Mid,MNC,89,1,Advanced,1285664.0
38,Female,Bachelors,14.5,Support,Executive,1,Tier 3,Mid,Public,95,0,Basic,1196897.0
35,Female,High School,27.9,Support,Analyst,4,Tier 3,Enterprise,Private,80,4,Intermediate,2351991.0
35,Female,Bachelors,35.3,Support,Manager,4,Tier 1,Enterprise,Public,49,4,Basic,2983599.0
34,Male,Bachelors,23.9,Finance,Manager,1,Tier 1,Enterprise,MNC,56,2,Intermediate,1955071.0
28,Male,Bachelors,30.0,Tech,Engineer,2,Tier 1,Enterprise,MNC,35,1,Basic,2475105.0
36,Male,Bachelors,6.5,Support,Manager,2,Tier 3,Startup,Public,64,3,Intermediate,817816.0
40,Male,Bachelors,8.1,Marketing,Lead,3,Tier 1,Mid,Private,90,3,Intermediate,953435.0
56,Female,Masters,20.2,Support,Executive,5,Tier 1,Mid,Public,20,3,Advanced,1998995.0
38,Male,Masters,6.7,Tech,Lead,1,Tier 1,Mid,Public,72,4,Intermediate,826517.0
56,Male,Masters,24.1,Marketing,Lead,5,Tier 1,Startup,Public,47,0,Intermediate,2117950.0
40,Female,Bachelors,11.1,Finance,Executive,5,Tier 1,Enterprise,Private,72,1,Basic,1153356.0
41,Female,Bachelors,30.1,Marketing,Lead,4,Tier 2,Startup,MNC,63,0,Advanced,2521845.0
57,Male,PhD,30.7,Tech,Lead,4,Tier 1,Startup,Private,86,3,Intermediate,2750489.0
56,Female,High School,17.6,HR,Lead,1,Tier 3,Mid,Public,58,0,Intermediate,1373162.0
53,Female,Masters,6.9,Marketing,Manager,1,Tier 3,Startup,Public,29,4,Intermediate,852506.0
45,Male,Bachelors,24.6,Tech,Executive,2,Tier 1,Mid,Private,70,2,Intermediate,2013153.0
38,Male,PhD,37.7,Support,Executive,1,Tier 2,Startup,Private,33,0,Advanced,2936698.0
28,Male,Bachelors,23.7,HR,Executive,2,Tier 2,Mid,MNC,98,0,Advanced,1935247.0
22,Male,Bachelors,1.4,Finance,Lead,2,Tier 2,Mid,MNC,25,0,Basic,434104.0
56,Female,Masters,0.7,Finance,Manager,1,Tier 1,Enterprise,Private,58,3,Basic,407945.0
53,Female,Bachelors,12.2,Operations,Executive,2,Tier 1,Mid,MNC,99,0,Intermediate,1173822.0
57,Male,Bachelors,7.4,Finance,Analyst,5,Tier 3,Startup,Public,67,1,Advanced,924957.0
34,Male,Bachelors,30.9,Operations,Executive,2,Tier 1,Mid,Private,44,4,Intermediate,2502600.0
27,Female,Masters,32.1,Finance,Engineer,5,Tier 2,Startup,MNC,52,1,Basic,2696758.0
35,Male,High School,9.8,Finance,Analyst,5,Tier 2,Mid,Public,94,1,Intermediate,1047118.0
58,Male,High School,12.4,Finance,Executive,5,Tier 1,Enterprise,Private,86,3,Intermediate,1321719.0
36,Male,Bachelors,9.0,Operations,Lead,3,Tier 2,Enterprise,MNC,84,0,Intermediate,1000296.0
25,Male,Bachelors,34.5,Support,Executive,3,Tier 3,Startup,Public,59,4,Advanced,2794035.0
37,Female,Masters,19.1,Operations,Manager,2,Tier 1,Mid,Private,44,4,Intermediate,1697070.0
49,Male,Bachelors,24.9,Marketing,Manager,1,Tier 3,Startup,MNC,76,4,Intermediate,2123181.0
37,Female,Bachelors,15.8,Tech,Executive,2,Tier 1,Enterprise,Public,51,0,Advanced,1342503.0
25,Male,Bachelors,24.0,Tech,Lead,3,Tier 3,Startup,Public,65,4,Intermediate,2070246.0
47,Male,Bachelors,14.7,Support,Lead,4,Tier 2,Startup,Public,23,4,Basic,1487221.0
49,Female,Bachelors,12.9,Tech,Lead,4,Tier 2,Mid,Public,42,2,Intermediate,1379658.0
53,Male,High School,24.1,Finance,Executive,2,Tier 1,Enterprise,Private,99,2,Advanced,1943533.0
23,Female,High School,22.5,Support,Executive,3,Tier 1,Enterprise,Public,94,4,Basic,1980493.0
52,Male,PhD,11.2,Tech,Engineer,5,Tier 3,Mid,Private,41,1,Advanced,1330506.0
24,Male,Bachelors,5.7,Operations,Manager,3,Tier 1,Mid,Private,52,0,Advanced,672689.0
29,Male,Masters,14.0,Marketing,Analyst,2,Tier 2,Mid,MNC,60,1,Intermediate,1363061.0
45,Male,High School,15.8,HR,Analyst,3,Tier 3,Enterprise,Private,81,1,Advanced,1360057.0
36,Male,Bachelors,23.9,Marketing,Manager,4,Tier 1,Enterprise,Public,57,0,Intermediate,2042251.0
52,Female,Bachelors,34.8,Tech,Engineer,5,Tier 1,Mid,Private,75,0,Intermediate,2825566.0
30,Female,Bachelors,1.4,Support,Manager,2,Tier 3,Startup,Private,82,3,Basic,430619.0
23,Male,PhD,9.3,Tech,Engineer,2,Tier 3,Enterprise,MNC,96,3,Intermediate,1156602.0
29,Male,PhD,7.4,Operations,Engineer,1,Tier 1,Mid,Private,95,3,Intermediate,933199.0
28,Female,Masters,19.1,Marketing,Lead,5,Tier 2,Mid,MNC,74,4,Intermediate,1873133.0
37,Female,Masters,16.3,Operations,Manager,2,Tier 3,Startup,Private,70,4,Intermediate,1567933.0
56,Male,Bachelors,27.7,Operations,Analyst,3,Tier 1,Mid,MNC,84,4,Intermediate,2413867.0
51,Male,Bachelors,9.2,HR,Executive,3,Tier 1,Startup,Private,76,3,Intermediate,1069039.0
31,Female,PhD,22.6,Operations,Executive,3,Tier 2,Startup,Public,46,0,Advanced,2076062.0
59,Male,Masters,33.6,Operations,Manager,3,Tier 1,Enterprise,Private,76,4,Advanced,2824649.0
39,Female,Bachelors,34.6,HR,Executive,2,Tier 2,Mid,MNC,74,0,Advanced,2750486.0
26,Male,Bachelors,36.4,Finance,Engineer,4,Tier 2,Enterprise,MNC,91,3,Basic,3064632.0
50,Female,High School,29.4,Finance,Executive,5,Tier 1,Enterprise,Public,23,0,Basic,2420316.0
55,Female,PhD,34.4,Support,Engineer,3,Tier 3,Enterprise,Public,84,4,Intermediate,2977414.0
44,Male,Bachelors,8.9,HR,Engineer,2,Tier 1,Mid,MNC,75,0,Intermediate,952806.0
26,Female,Bachelors,7.5,Support,Analyst,2,Tier 1,Mid,Public,72,3,Intermediate,854102.0
51,Male,Bachelors,0.2,Support,Executive,3,Tier 1,Mid,Private,63,4,Advanced,449272.0
27,Male,Masters,26.9,Operations,Analyst,1,Tier 3,Enterprise,Private,35,4,Intermediate,2169449.0
25,Male,High School,35.6,Support,Executive,2,Tier 1,Startup,Public,42,3,Advanced,2829871.0
50,Male,Masters,7.1,Tech,Engineer,5,Tier 1,Enterprise,Private,50,1,Basic,988065.0
44,Female,Bachelors,24.2,Marketing,Executive,5,Tier 3,Startup,Private,47,2,Advanced,2091606.0
27,Male,Masters,28.4,Tech,Analyst,1,Tier 3,Mid,Public,69,3,Advanced,2359877.0
53,Male,Masters,35.2,Tech,Lead,2,Tier 1,Mid,MNC,35,0,Intermediate,2855286.0
39,Male,Bachelors,24.6,Operations,Analyst,1,Tier 1,Enterprise,Private,60,1,Advanced,1931868.0
36,Male,Bachelors,36.9,Marketing,Lead,2,Tier 2,Startup,Public,28,3,Intermediate,2949787.0
53,Female,Bachelors,13.1,Support,Manager,2,Tier 2,Mid,MNC,21,2,Advanced,1249662.0
30,Male,Bachelors,13.3,Marketing,Analyst,1,Tier 3,Mid,Private,62,4,Advanced,1188174.0
58,Female,Masters,20.6,Support,Executive,4,Tier 1,Enterprise,Private,85,2,Intermediate,1933475.0
31,Female,Bachelors,14.6,Finance,Lead,3,Tier 1,Enterprise,Public,99,2,Basic,1426536.0
41,Female,Bachelors,0.1,HR,Executive,3,Tier 2,Enterprise,Private,96,3,Intermediate,368967.0
27,Male,Bachelors,27.8,Operations,Lead,3,Tier 2,Startup,MNC,68,4,Intermediate,2443429.0
24,Male,Bachelors,28.6,Support,Analyst,1,Tier 2,Startup,Public,40,4,Intermediate,2284537.0
32,Male,Masters,28.4,Support,Analyst,2,Tier 3,Mid,Public,38,2,Basic,2366403.0
38,Male,Bachelors,13.1,Marketing,Executive,2,Tier 2,Enterprise,Public,76,3,Intermediate,1230841.0
53,Female,PhD,19.8,Operations,Analyst,5,Tier 1,Mid,Public,96,4,Intermediate,2081403.0
25,Female,PhD,13.7,Support,Executive,2,Tier 2,Startup,MNC,79,4,Advanced,1500158.0
25,Male,Bachelors,0.6,Finance,Engineer,4,Tier 1,Mid,MNC,38,0,Advanced,481633.0
38,Male,Bachelors,21.4,Tech,Lead,3,Tier 1,Mid,MNC,83,2,Intermediate,1859374.0
40,Male,Masters,4.7,Support,Executive,4,Tier 3,Enterprise,MNC,54,1,Intermediate,750838.0
26,Male,Bachelors,3.0,Marketing,Lead,3,Tier 2,Mid,MNC,52,2,Advanced,625063.0
53,Male,High School,28.7,Finance,Engineer,1,Tier 1,Enterprise,MNC,86,3,Intermediate,2353416.0
43,Male,Bachelors,0.4,Operations,Lead,4,Tier 1,Mid,Public,67,4,Intermediate,488974.0
27,Male,Bachelors,36.4,Support,Executive,2,Tier 1,Mid,Public,79,4,Basic,2962140.0
56,Female,Masters,19.6,Finance,Analyst,3,Tier 1,Startup,Public,64,0,Intermediate,1730725.0
43,Female,Bachelors,37.4,Finance,Lead,5,Tier 2,Startup,MNC,94,4,Basic,3187686.0
22,Female,Bachelors,2.2,Finance,Lead,4,Tier 2,Mid,Public,87,4,Intermediate,612851.0
41,Female,PhD,22.2,Finance,Engineer,1,Tier 1,Mid,MNC,87,1,Advanced,1956968.0
43,Male,Masters,13.3,Finance,Manager,5,Tier 1,Enterprise,Public,34,2,Basic,1508963.0
32,Male,Bachelors,32.1,Finance,Analyst,1,Tier 1,Startup,MNC,91,4,Intermediate,2603888.0
34,Male,Masters,13.7,HR,Executive,3,Tier 1,Startup,MNC,34,3,Intermediate,1427041.0
24,Male,Bachelors,9.9,Operations,Engineer,4,Tier 1,Mid,MNC,42,1,Intermediate,1122845.0
30,Male,Masters,32.6,Tech,Executive,1,Tier 3,Enterprise,Private,79,1,Advanced,2516061.0
33,Female,Bachelors,14.2,Operations,Executive,5,Tier 2,Startup,Private,33,0,Intermediate,1385100.0
44,Male,Bachelors,0.6,Marketing,Lead,5,Tier 3,Mid,MNC,21,3,Intermediate,525927.0
35,Female,Masters,14.8,Marketing,Engineer,2,Tier 2,Mid,Public,62,1,Advanced,1354610.0
54,Male,Bachelors,24.9,Operations,Engineer,1,Tier 2,Mid,MNC,90,2,Intermediate,2060999.0
39,Female,PhD,9.7,Finance,Analyst,4,Tier 1,Mid,MNC,35,3,Intermediate,1319457.0
30,Male,Bachelors,16.4,HR,Manager,4,Tier 1,Mid,Private,47,2,Intermediate,1568959.0
44,Female,PhD,2.2,Tech,Executive,2,Tier 2,Startup,MNC,51,0,Intermediate,593069.0
31,Male,PhD,22.3,Support,Analyst,5,Tier 1,Startup,Private,90,0,Intermediate,2133552.0
40,Male,Bachelors,28.7,Support,Analyst,1,Tier 2,Enterprise,Public,21,4,Intermediate,2266498.0
26,Male,Masters,15.7,Finance,Executive,5,Tier 1,Mid,Public,91,2,Advanced,1665406.0
44,Male,Bachelors,16.0,Operations,Lead,1,Tier 3,Enterprise,Public,26,2,Intermediate,1341590.0
51,Female,PhD,3.4,Support,Lead,1,Tier 1,Mid,MNC,57,0,Advanced,649992.0
46,Male,Bachelors,7.7,Operations,Executive,1,Tier 1,Mid,Private,67,2,Advanced,815488.0
49,Female,Masters,5.9,HR,Engineer,5,Tier 3,Mid,MNC,92,3,Advanced,979160.0
55,Male,Bachelors,18.3,HR,Manager,5,Tier 1,Enterprise,Public,21,4,Basic,1823225.0
46,Female,Bachelors,20.1,Operations,Lead,5,Tier 3,Mid,MNC,61,4,Intermediate,1977173.0
31,Male,Bachelors,36.1,Finance,Manager,3,Tier 1,Enterprise,Private,61,3,Intermediate,2903837.0
35,Male,Bachelors,2.8,Finance,Analyst,5,Tier 2,Startup,Private,39,1,Intermediate,605652.0
51,Female,Masters,22.8,Finance,Analyst,2,Tier 1,Mid,Public,25,2,Advanced,2050386.0
46,Male,Masters,20.0,Support,Executive,3,Tier 1,Enterprise,Public,30,1,Advanced,1785273.0
35,Male,Masters,19.6,Tech,Executive,1,Tier 2,Startup,Public,88,1,Advanced,1640014.0
56,Female,Bachelors,33.2,Tech,Executive,4,Tier 1,Mid,MNC,93,2,Intermediate,2821674.0
55,Male,Bachelors,7.8,Finance,Lead,3,Tier 1,Startup,Private,59,0,Intermediate,882989.0
31,Female,High School,1.5,Operations,Manager,3,Tier 3,Mid,MNC,55,2,Intermediate,478627.0
56,Male,Masters,25.5,HR,Analyst,1,Tier 3,Enterprise,Public,70,0,Advanced,2005656.0
32,Female,PhD,13.1,Marketing,Manager,5,Tier 1,Mid,Private,66,3,Advanced,1547684.0
32,Female,Bachelors,0.7,HR,Lead,5,Tier 1,Mid,Public,36,0,Intermediate,474265.0
42,Female,High School,9.6,HR,Manager,3,Tier 2,Enterprise,Private,45,1,Intermediate,944906.0
42,Female,Bachelors,11.8,Marketing,Manager,5,Tier 3,Enterprise,Private,72,1,Advanced,1226741.0
43,Male,Masters,23.4,Finance,Executive,3,Tier 3,Enterprise,Public,67,1,Basic,1993700.0
28,Male,Masters,6.6,HR,Manager,4,Tier 1,Mid,Private,46,0,Advanced,914651.0
38,Female,Masters,15.7,Marketing,Manager,4,Tier 2,Startup,Private,65,1,Advanced,1484003.0
23,Male,Bachelors,18.3,Support,Manager,1,Tier 1,Enterprise,Public,86,4,Intermediate,1666298.0
33,Male,Masters,17.5,Operations,Engineer,2,Tier 1,Startup,Private,38,2,Advanced,1543203.0
39,Male,Masters,37.0,Operations,Analyst,2,Tier 1,Enterprise,Public,91,1,Advanced,3008064.0
32,Female,Bachelors,1.7,Operations,Analyst,5,Tier 1,Enterprise,MNC,84,0,Intermediate,619406.0
37,Male,Bachelors,36.1,Finance,Manager,2,Tier 2,Mid,MNC,90,1,Intermediate,2834606.0
39,Male,Bachelors,22.1,HR,Executive,4,Tier 1,Enterprise,Public,55,0,Advanced,1925108.0
56,Female,Bachelors,30.2,HR,Executive,1,Tier 3,Startup,Private,86,2,Advanced,2358098.0
47,Male,Masters,16.4,Tech,Executive,4,Tier 2,Mid,MNC,61,0,Basic,1618654.0
37,Female,Bachelors,17.2,Operations,Analyst,3,Tier 1,Enterprise,Public,86,2,Advanced,1583328.0
27,Female,Masters,33.4,Finance,Lead,5,Tier 3,Startup,Public,88,1,Intermediate,2775781.0
33,Female,Bachelors,34.0,Marketing,Manager,5,Tier 3,Mid,Private,68,4,Intermediate,2881776.0
34,Male,Bachelors,9.1,Finance,Analyst,2,Tier 2,Startup,Private,56,1,Advanced,908744.0
25,Male,Bachelors,7.6,HR,Executive,3,Tier 1,Mid,Private,65,2,Intermediate,933917.0
